,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
240,Sección 1726,151,69,14,571,32,120,351,10,1,0,0,26,4,18,3,1,41,1412
241,Sección 1727,164,112,4,456,20,186,402,13,4,1,0,32,4,10,4,0,30,1442
242,Sección 1728,56,41,3,222,13,83,163,3,0,0,0,13,1,12,1,0,16,627
243,Sección 1729,45,28,2,233,7,72,135,7,1,0,0,9,2,5,2,0,20,568
244,Sección 1730,76,58,6,593,29,101,279,13,2,0,0,23,2,10,2,0,51,1245
245,Sección 1731,108,77,7,422,27,25,83,8,6,1,0,8,5,4,1,0,65,847
246,Sección 1732,81,49,10,425,26,26,95,3,3,0,0,6,4,7,3,2,76,816
247,Sección 1733,15,39,2,246,13,23,90,0,1,0,0,5,0,5,1,0,37,477
248,Sección 1734,9,6,1,124,15,14,79,7,1,1,0,7,3,3,0,0,5,275
249,Sección 1735,73,18,3,268,13,9,108,2,2,0,0,1,0,1,0,0,54,552
250,Sección 1736,7,4,1,54,0,4,26,0,0,0,0,0,0,0,0,0,13,109
251,Sección 1737,24,14,5,143,7,12,107,0,1,0,1,3,2,4,1,0,21,345
252,Sección 1738,32,12,1,214,4,20,86,0,1,0,0,2,1,3,0,9,18,403
253,Sección 1739,77,60,17,421,42,75,211,7,2,0,0,7,2,6,0,0,47,974
254,Sección 1740,32,14,2,257,8,30,91,2,0,0,0,9,0,0,0,0,17,462
255,Sección 1741,87,65,1,451,21,56,95,10,1,0,0,6,1,4,0,3,30,831
256,Sección 1742,5,10,2,167,6,13,36,1,0,0,0,1,0,5,0,0,6,252
257,Sección 1743,20,9,2,176,6,19,103,0,1,0,0,6,0,2,6,0,25,375
258,Sección 1744,15,17,3,188,10,12,76,1,0,0,0,4,1,4,3,0,24,358
259,Sección 1745,16,14,1,64,9,9,50,0,1,0,1,2,1,0,0,0,10,178
260,Sección 1746,17,7,4,125,9,17,16,4,1,0,1,3,1,6,0,0,8,219
261,Sección 1747,15,10,6,205,6,30,69,1,2,0,0,6,3,4,1,0,41,399
262,Sección 1748,30,14,6,183,7,14,53,0,0,0,0,0,0,0,0,0,16,323
263,Sección 1749,42,34,4,295,19,45,112,2,2,0,0,7,3,10,0,0,34,609
264,Sección 1750,44,40,1,211,15,57,131,3,0,0,0,10,4,4,1,0,45,566
265,Sección 1751,10,29,4,147,14,21,49,0,0,0,0,0,0,0,0,0,35,309
266,Sección 1752,17,12,3,124,10,19,90,3,0,1,1,4,2,3,2,0,26,317
267,Sección 1753,56,62,7,226,33,32,140,1,1,0,0,3,1,1,1,0,56,620
268,Sección 1754,32,33,4,183,7,26,49,1,3,0,0,3,4,9,2,1,35,392
269,Sección 1755,30,31,9,247,13,39,90,5,0,0,0,6,1,2,2,0,45,520
270,Sección 1756,22,11,1,164,8,15,78,0,0,0,0,1,2,0,0,0,14,316
271,Sección 1757,29,29,0,210,8,17,39,2,1,0,0,2,0,0,0,1,28,366
272,Sección 1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Sección 1759,34,18,6,150,18,29,92,2,2,1,1,3,5,7,3,0,31,402
274,Sección 1760,77,172,15,316,34,48,91,1,1,0,0,0,2,1,0,0,81,839
275,Sección 1761,0,37,0,146,0,16,43,0,0,0,0,0,0,0,0,0,14,256
276,Sección 1762,37,56,12,326,69,18,148,0,0,0,0,3,2,7,1,0,62,741
277,Sección 1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Sección 1764,1,5,2,85,9,2,68,6,1,0,0,0,0,0,2,0,13,194
279,Sección 1765,23,23,5,162,17,21,111,1,1,0,0,4,1,8,1,0,24,402
280,Sección 1766,16,24,1,209,8,33,39,1,2,0,0,5,5,2,1,0,30,376
281,Sección 1767,32,23,7,321,26,51,134,4,1,0,214,7,3,4,1,0,62,890
282,Sección 1768,14,30,3,173,14,40,74,1,0,0,0,4,0,6,1,0,45,405
283,Sección 1769,55,40,3,414,7,68,168,2,1,0,0,9,6,9,3,3,46,834
284,Sección 1770,24,19,0,158,16,21,82,4,0,0,0,7,1,4,0,4,30,370
285,Sección 1771,30,24,4,167,18,17,45,2,2,0,0,2,0,2,2,1,23,339
286,Sección 1772,35,30,4,385,23,46,93,0,1,0,0,8,2,7,3,1,45,683
