,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
45,Sección 355,33,66,3,94,67,115,528,2,0,1,0,10,1,7,2,0,17,946
46,Sección 356,14,15,1,130,78,108,448,0,0,0,0,19,1,11,3,0,8,836
47,Sección 357,64,48,3,117,83,114,531,3,0,0,0,22,2,8,3,0,9,1007
48,Sección 1191,57,152,11,76,62,155,672,10,0,12,0,29,1,9,7,3,22,1278
49,Sección 1192,19,66,1,86,30,116,355,3,0,0,0,19,0,4,3,0,16,718
50,Sección 1193,43,106,3,59,43,121,481,0,0,0,0,0,0,0,0,0,15,871
51,Sección 1194,14,37,1,27,18,44,250,0,0,0,0,0,0,0,0,0,39,430
52,Sección 1195,36,78,1,26,38,69,279,9,1,0,0,13,2,5,3,0,12,572
53,Sección 1196,52,76,3,37,34,95,399,10,2,0,0,36,2,4,0,0,13,763
54,Sección 1197,86,179,9,79,75,172,661,19,1,0,0,45,4,12,6,1,34,1383
55,Sección 1198,15,38,1,11,10,40,162,0,0,0,0,6,2,2,0,0,3,290
56,Sección 1199,56,114,11,70,54,173,630,9,1,0,0,40,0,2,6,1,25,1192
57,Sección 1200,4,14,1,16,8,20,106,0,1,0,0,7,0,0,0,1,3,181
58,Sección 1201,5,20,3,20,18,22,183,3,0,0,0,3,1,2,1,0,9,290
59,Sección 1202,9,41,7,55,22,34,214,2,0,0,0,4,1,3,3,0,10,405
60,Sección 1203,8,11,0,6,7,5,42,0,0,0,0,0,0,0,0,0,5,84
61,Sección 1204,10,26,2,12,12,36,162,1,0,1,0,7,1,3,0,0,8,281
62,Sección 1205,29,65,4,67,38,92,311,4,1,0,0,13,2,7,3,0,15,651
63,Sección 1206,25,31,2,16,39,47,207,5,0,0,0,29,1,4,8,0,9,423
64,Sección 1207,26,38,0,18,15,71,270,5,1,0,0,10,1,3,6,0,7,471
65,Sección 1208,42,84,2,41,50,117,463,8,1,0,1,34,0,5,5,1,13,867
66,Sección 1209,38,65,8,48,54,125,546,5,0,0,0,42,3,0,2,3,26,965
67,Sección 1210,46,52,1,33,28,93,451,2,2,0,0,23,3,9,7,1,10,761
68,Sección 1211,39,49,2,19,25,61,232,11,3,0,1,20,1,4,6,1,3,477
69,Sección 1212,108,123,12,51,37,99,399,17,2,1,0,25,1,5,3,0,13,896
70,Sección 1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Sección 1214,27,40,3,28,40,106,447,6,0,0,1,19,1,5,8,3,12,746
72,Sección 1215,65,48,4,25,23,57,206,9,0,0,0,16,0,2,3,0,3,461
73,Sección 1216,50,58,0,19,31,81,279,3,2,0,0,13,0,2,3,0,12,553
74,Sección 1217,73,75,1,41,38,92,348,4,8,0,0,35,0,0,0,2,15,732
75,Sección 1218,103,106,2,17,22,46,243,17,5,0,0,13,0,4,5,3,6,592
76,Sección 1219,44,65,11,42,37,76,350,9,1,2,0,43,1,4,7,0,7,699
77,Sección 1220,0,0,0,0,0,104,238,275,0,0,0,255,0,0,0,0,23,895
78,Sección 1221,86,79,2,26,34,103,351,7,2,0,0,31,0,6,3,0,23,753
79,Sección 1222,211,129,7,66,65,185,897,8,34,1,0,63,0,5,2,9,18,1700
80,Sección 1223,50,50,3,44,35,77,351,3,0,0,0,14,0,0,0,0,11,638
81,Sección 1224,192,235,9,143,129,429,1521,59,8,1,1,118,5,15,22,0,33,2920
82,Sección 1225,52,86,3,50,46,102,462,5,0,0,0,32,0,0,0,1,12,851
83,Sección 1226,22,57,1,54,55,64,322,0,0,0,0,8,2,2,3,0,15,605
84,Sección 1227,16,42,2,38,99,54,284,0,0,0,0,0,0,0,0,0,10,545
85,Sección 1228,15,68,3,55,62,88,737,0,0,0,0,0,0,0,0,0,46,1074
86,Sección 1350,135,233,15,42,69,180,625,19,4,1,1,48,5,5,16,3,13,1414
87,Sección 1351,83,284,7,38,63,157,492,18,0,0,0,20,1,2,6,2,13,1186
88,Sección 1352,121,555,10,75,172,265,1105,45,2,1,1,36,3,6,15,2,60,2474
89,Sección 1353,135,309,9,28,115,248,732,21,4,0,1,57,6,5,13,1,22,1706
90,Sección 1354,134,119,10,43,47,92,482,99,0,0,0,269,0,103,0,23,29,1450
91,Sección 1355,77,200,7,20,100,148,442,12,3,1,0,26,1,7,5,1,13,1063
92,Sección 1356,197,153,3,27,50,85,411,11,1,0,0,40,1,4,6,1,7,997
93,Sección 1357,257,304,28,95,161,284,1324,52,3,1,1,102,2,6,8,5,40,2673
94,Sección 1358,233,339,19,101,167,294,1422,30,4,0,1,103,1,7,10,2,54,2787
95,Sección 1359,47,55,7,8,37,93,320,0,0,0,0,0,2,18,3,0,0,590
96,Sección 1360,70,93,5,13,22,81,403,10,0,0,0,37,0,0,0,0,9,743
97,Sección 1361,57,81,0,13,31,74,280,0,0,0,0,0,0,0,0,0,29,565
98,Sección 1362,217,414,15,80,174,444,1620,57,6,9,0,125,6,10,18,4,49,3248
99,Sección 1363,586,853,62,288,411,909,4300,118,13,1,2,346,7,48,67,16,174,8201
100,Sección 1364,263,452,41,147,216,542,2213,41,10,1,0,192,14,27,36,3,92,4290
101,Sección 1365,194,268,18,71,97,259,1016,23,5,1,1,54,5,12,18,0,29,2071
102,Sección 1366,101,257,10,29,79,212,879,25,7,1,0,68,6,4,8,2,22,1710
103,Sección 1367,124,389,10,121,210,381,978,28,3,0,4,62,18,8,43,0,101,2480
104,Sección 1395,40,111,4,80,46,116,567,0,0,0,0,0,0,0,0,0,12,976
105,Sección 1396,39,103,2,46,36,106,513,5,2,0,0,22,1,8,2,0,9,894
106,Sección 1397,31,115,2,51,54,87,509,4,0,0,0,13,1,2,2,0,16,887
107,Sección 1398,46,144,5,63,64,125,674,1,0,0,0,8,0,0,0,0,21,1151
108,Sección 1399,44,112,7,52,127,154,659,8,0,1,0,22,1,3,10,1,22,1223
109,Sección 1400,0,24,2,20,14,34,188,5,0,0,0,13,0,0,0,0,7,307
110,Sección 1401,8,64,0,17,25,37,293,0,2,0,0,0,0,18,0,0,4,468
111,Sección 1402,97,102,1,21,29,50,291,6,1,0,0,7,1,1,4,2,8,621
112,Sección 1441,45,139,6,26,40,82,688,2,0,0,0,19,3,10,2,1,19,1082
113,Sección 1442,111,197,4,50,32,139,825,8,1,0,0,24,3,12,8,3,15,1432
114,Sección 1443,58,109,2,5,13,50,334,9,0,0,0,7,0,5,1,0,10,603
115,Sección 1444,60,192,4,47,63,88,705,5,2,0,0,27,0,2,8,0,14,1217
116,Sección 1445,44,153,10,40,63,120,734,8,1,0,1,34,1,7,5,2,12,1235
117,Sección 1446,63,156,7,39,56,119,758,6,2,0,0,48,1,9,8,2,24,1298
118,Sección 1447,77,187,10,74,101,165,1248,15,3,0,1,62,9,27,13,7,37,2036
119,Sección 1448,9,28,4,13,17,26,153,0,1,0,0,8,0,0,0,0,6,265
120,Sección 1556,96,125,11,108,163,192,488,8,2,1,0,36,7,7,7,3,30,1284
121,Sección 1557,129,129,10,129,160,162,551,16,1,0,1,28,3,5,12,0,22,1358
122,Sección 1558,74,41,2,58,85,77,154,11,0,0,1,13,2,1,6,0,14,539
123,Sección 1559,56,82,3,69,118,151,316,12,1,0,1,20,0,2,9,2,13,855
124,Sección 1560,25,46,4,102,166,120,434,4,0,0,0,8,7,0,3,0,27,946
125,Sección 1561,40,99,9,238,173,225,611,7,1,0,2,25,3,1,12,1,56,1503
126,Sección 1562,14,19,2,22,39,28,93,0,0,0,0,2,0,1,0,0,9,229
127,Sección 1619,270,187,7,160,69,237,720,10,0,0,0,8,1,22,6,0,41,1738
128,Sección 1620,269,182,8,108,56,167,643,38,8,0,0,41,1,4,4,0,13,1542
129,Sección 1621,125,156,16,156,223,316,1048,17,1,0,0,59,3,9,10,1,26,2166
130,Sección 1622,77,63,10,118,160,193,715,16,1,2,0,57,10,5,13,1,31,1472
131,Sección 1623,96,84,1,137,85,167,532,13,5,1,1,28,4,7,9,1,13,1184
132,Sección 1624,105,85,13,107,111,170,495,16,1,1,0,25,3,17,8,1,28,1186
133,Sección 1625,182,129,10,152,93,219,974,24,1,0,0,37,2,4,5,1,24,1857
134,Sección 1626,107,64,8,77,51,129,486,16,1,2,0,24,1,1,8,0,20,995
135,Sección 1627,72,154,5,37,65,185,644,16,2,0,1,28,4,10,8,0,44,1275
136,Sección 1628,86,191,5,44,82,241,737,3,2,0,0,8,0,1,6,0,32,1438
137,Sección 1629,113,179,12,36,127,263,855,7,0,0,0,19,4,12,3,1,24,1655
138,Sección 1630,1989,1348,71,294,292,1540,5273,291,35,9,0,373,15,40,62,14,193,11839
139,Sección 1631,144,286,13,65,51,274,1059,14,3,0,0,33,14,9,8,1,39,2013
140,Sección 1632,65,125,3,55,60,172,829,2,2,0,0,13,2,2,1,0,35,1366
141,Sección 1633,55,133,4,35,88,344,920,0,2,0,0,12,2,4,15,0,63,1677
142,Sección 1634,29,68,4,25,68,80,307,0,5,0,0,31,0,0,0,0,14,631
143,Sección 1635,26,121,4,31,25,123,545,0,2,0,0,12,1,1,2,0,26,919
144,Sección 1636,11,53,0,22,20,74,332,1,1,0,0,7,9,1,3,0,16,550
145,Sección 1637,83,233,6,61,42,186,1021,8,2,0,2,25,5,7,8,1,36,1726
146,Sección 1638,34,166,6,28,214,105,434,3,2,0,0,13,1,2,9,1,27,1045
147,Sección 1639,17,100,3,12,35,102,363,4,0,0,0,12,1,8,6,3,19,685
148,Sección 1640,23,47,1,0,10,41,155,1,0,0,0,6,0,0,0,0,7,291
149,Sección 1641,36,54,4,13,52,74,447,0,0,0,0,14,0,0,0,0,32,726
150,Sección 1642,91,180,1,19,68,198,640,16,1,2,0,11,8,15,10,0,27,1287
151,Sección 1643,39,77,2,6,16,106,276,3,0,0,0,12,0,0,5,0,7,549
152,Sección 1767,35,140,4,35,57,84,445,11,0,0,0,52,0,5,8,0,26,902
153,Sección 1768,39,121,10,43,40,142,505,58,3,0,0,263,0,0,0,1,14,1239
154,Sección 1769,76,175,13,52,100,177,851,19,5,0,2,54,6,8,16,2,45,1601
155,Sección 1771,27,36,2,14,33,53,298,1,1,0,0,32,0,3,2,1,7,510
156,Sección 1772,18,63,4,21,30,60,425,4,0,1,0,30,5,5,5,0,11,682
157,Sección 1773,19,40,5,13,21,21,191,5,1,0,1,21,0,5,5,2,3,353
158,Sección 1774,31,74,8,13,49,87,452,14,0,0,0,56,2,2,5,0,13,806
159,Sección 1775,42,65,6,31,57,70,451,6,1,0,1,39,1,3,10,0,14,797
160,Sección 1776,28,69,6,27,41,91,366,2,0,0,0,40,1,3,4,2,11,691
161,Sección 1777,39,80,4,27,51,105,419,8,0,0,0,59,1,2,1,3,11,810
162,Sección 1778,27,53,4,25,35,67,386,6,0,0,0,30,0,5,6,3,9,656
163,Sección 1779,26,47,5,19,41,55,351,7,3,0,0,33,0,1,2,0,18,608
164,Sección 1780,110,195,13,54,97,218,1048,24,4,0,0,78,3,6,16,3,21,1890
165,Sección 1781,86,50,3,25,33,119,419,0,17,0,0,19,0,0,0,4,12,787
166,Sección 1782,46,76,7,22,40,83,506,9,0,0,0,52,1,10,11,5,12,880
167,Sección 1783,89,99,4,25,28,115,445,5,1,0,3,24,2,2,3,0,11,856
168,Sección 1784,13,50,0,8,11,31,139,5,0,0,0,11,0,3,2,0,2,275
169,Sección 1785,30,124,5,24,73,67,296,9,3,0,0,29,1,4,7,0,10,682
170,Sección 1786,22,151,1,24,66,92,172,3,1,0,0,29,0,3,3,2,8,577
171,Sección 1787,17,128,6,41,73,110,377,14,1,0,0,22,5,5,10,1,26,836
172,Sección 1802,13,35,4,11,23,26,127,2,1,0,0,10,0,7,5,1,11,276
173,Sección 1803,28,237,4,50,92,148,614,9,4,1,0,46,3,5,10,4,23,1278
174,Sección 1804,82,128,64,78,63,89,408,46,36,181,6,14,0,0,0,0,46,1241
175,Sección 1805,53,116,6,22,64,110,398,26,1,0,1,32,6,4,6,0,17,862
176,Sección 1806,192,232,13,49,122,183,798,24,1,0,1,59,2,9,12,7,17,1721
177,Sección 1807,123,94,7,13,30,84,392,9,3,0,0,38,1,4,6,1,11,816
178,Sección 1808,42,48,4,24,21,61,288,7,2,0,1,38,3,3,3,1,8,554
179,Sección 1809,56,47,5,43,44,59,333,8,0,0,1,33,1,2,4,5,9,650
180,Sección 1810,21,44,3,22,95,67,246,5,0,0,0,21,1,1,2,0,9,537
181,Sección 1811,53,77,5,17,17,89,331,11,1,0,0,30,0,4,6,0,8,649
182,Sección 1812,46,43,7,19,19,63,276,3,0,0,1,22,0,3,4,0,7,513
183,Sección 1813,42,61,2,17,20,61,249,7,1,0,1,16,0,3,2,0,13,495
184,Sección 1814,38,59,3,21,30,66,400,5,2,0,0,39,2,7,5,0,10,687
185,Sección 1815,55,57,4,28,39,100,297,8,0,0,0,38,1,1,11,0,12,651
186,Sección 1816,29,40,2,37,25,54,268,14,0,0,0,33,0,1,4,0,6,513
187,Sección 1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
