,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
125,Sección 434,93,13,4,26,68,58,213,3,2,1,1,30,4,5,11,4,9,545
126,Sección 435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Sección 436,71,16,0,16,31,64,209,6,1,1,0,24,3,1,37,1,7,488
128,Sección 437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Sección 438,56,11,4,17,49,46,167,5,0,0,0,17,2,2,4,0,6,386
130,Sección 439,23,5,2,12,29,27,141,4,0,0,0,27,0,0,0,0,2,272
131,Sección 503,115,17,0,7,27,41,113,11,3,1,0,24,1,0,8,0,5,373
132,Sección 504,30,16,3,40,53,15,312,1,0,2,0,15,1,2,7,12,12,521
133,Sección 505,81,20,7,32,54,41,311,8,4,0,0,32,5,7,11,2,22,637
134,Sección 506,236,44,5,31,67,113,400,23,2,0,0,46,4,1,4,4,20,1000
135,Sección 507,85,11,9,32,68,64,288,8,3,0,0,16,1,0,3,1,42,631
136,Sección 508,73,14,2,26,63,56,268,3,1,1,1,32,3,2,6,0,13,564
137,Sección 509,247,33,8,29,46,80,240,27,13,1,0,19,0,2,1,0,15,761
138,Sección 510,294,48,7,25,52,96,284,36,0,2,0,29,1,0,8,0,13,895
139,Sección 511,39,13,3,27,33,39,221,5,0,0,0,41,3,3,15,0,16,458
140,Sección 512,131,26,9,48,77,70,421,12,0,1,0,64,10,8,22,2,30,931
141,Sección 513,150,19,7,43,120,79,424,14,7,1,0,60,3,8,25,2,23,985
142,Sección 514,450,56,9,34,60,112,352,41,1,2,0,24,5,2,3,1,13,1165
143,Sección 515,193,33,12,17,29,77,191,22,3,1,0,21,1,3,7,1,9,620
144,Sección 516,27,3,3,26,37,26,232,2,0,0,0,22,2,3,6,0,13,402
145,Sección 517,66,12,11,54,104,46,596,6,1,1,0,71,8,10,22,1,27,1036
146,Sección 518,190,33,11,43,102,105,337,18,6,1,0,26,7,5,21,1,25,931
147,Sección 519,119,30,3,32,87,71,230,16,1,1,0,37,10,4,17,0,15,673
148,Sección 520,49,7,4,46,85,47,385,4,3,0,0,29,4,47,16,1,16,743
149,Sección 521,71,9,3,36,109,49,400,1,1,0,0,17,4,2,25,1,18,746
150,Sección 522,98,26,3,32,84,67,252,14,0,0,0,52,4,7,17,0,14,670
151,Sección 523,284,31,8,40,79,99,444,37,2,1,0,60,4,9,15,6,30,1149
152,Sección 524,335,35,5,59,108,92,542,16,2,1,0,38,3,3,9,1,19,1268
153,Sección 525,529,59,14,77,84,147,601,35,6,0,1,51,3,3,18,0,21,1649
154,Sección 526,176,17,2,16,38,58,242,2,0,1,0,9,3,1,2,2,7,576
155,Sección 527,189,22,7,28,50,68,301,7,1,0,0,27,2,0,1,0,4,707
156,Sección 528,38,3,3,6,21,6,44,2,0,0,0,7,2,1,3,0,5,141
157,Sección 529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Sección 530,66,4,1,45,27,25,220,2,1,0,0,20,4,2,6,1,13,437
159,Sección 531,156,9,9,65,84,73,499,4,0,0,0,22,9,0,9,0,26,965
160,Sección 532,51,1,0,21,31,30,180,2,1,1,0,32,4,2,12,0,6,374
161,Sección 533,47,4,1,12,22,16,109,4,0,1,0,0,0,0,0,0,6,222
162,Sección 534,30,2,1,34,30,12,170,0,0,0,0,0,0,0,0,0,10,289
163,Sección 535,44,9,4,18,36,25,197,0,0,0,0,1,1,0,0,0,12,347
164,Sección 536,129,6,1,56,66,57,514,1,0,0,0,69,3,2,3,0,33,940
165,Sección 537,119,23,6,30,90,85,315,15,0,0,0,22,32,0,0,0,17,754
166,Sección 538,169,30,14,71,144,120,464,20,1,1,0,41,6,3,25,2,9,1120
167,Sección 539,63,14,5,33,115,58,224,12,3,0,0,30,4,3,19,0,13,596
168,Sección 540,117,28,7,57,157,78,407,13,4,5,0,38,3,7,15,1,24,961
169,Sección 541,124,31,7,31,147,87,371,9,5,1,1,58,11,4,31,0,25,943
